key;title;isbn13;language_code;publication_date;publisher_id;book_ids
6193;The Wealth of Nations;9780679783367;eng;2000-07-12;1279;56,7435
6195;Basic Writings of Nietzsche;9780679783398;eng;2001-01-25;1638;2771,6849,8950
6196;Shalimar the Clown;9780679783480;eng;2006-10-10;1654;7836
6197;In the Land of White Death: An Epic Story of Survival in the Siberian Arctic;9780679783619;eng;2001-09-04;1279;222,1694,4483,8816,9203
6198;Horton Hears a Who!;9780679800033;eng;1990-10-10;1644;2170
6199;Bill Buzz;9780679801153;eng;1989-10-14;1646;3086,7640
6200;Grandma Baa (Easy Peasy People);9780679801245;eng;1989-10-14;1646;3086,7640
6201;Gary Grizzle;9780679801252;eng;1989-10-14;1646;3086,7640
6202;Charlie Oink;9780679801269;eng;1989-10-14;1637;3086,7640
6203;The Black Stallion and Satan (The Black Stallion  #5);9780679813460;eng;1992-04-14;2235;8938
6204;P. J. Funnybunny Camps Out;9780679832690;eng;1994-02-22;1644;5644,7635
6205;Junie B. Jones and a Little Monkey Business (Junie B. Jones  #2);9780679838869;en-US;1993-02-16;1644;664,1947
6206;Dear God  Help!!! Love  Earl;9780679853954;eng;2006-07-11;2235;664,4905
6207;Theater Shoes (Shoes  #4);9780679854340;eng;1994-11-15;2235;2009,6512
6208;Les Miserables (Stepping Stones);9780679866688;eng;1995-03-14;1636;6309,8851
6209;Daisy-Head Mayzie;9780679867128;eng;1995-01-11;1644;2170
6210;Dr. Seuss's ABC;9780679882817;eng;1996-11-26;1636;2170
6212;The Berenstain Bears and the Blame Game;9780679887430;en-US;1997-10-07;1644;3805,8138
6213;The Little Butterfly;9780679888093;eng;1998-04-14;1644;8056
6214;The Lorax;9780679889106;eng;1998-02-24;1644;2170
6215;The Trail of Tears;9780679890522;eng;1999-09-21;1644;1996,4555
6216;The Empty Envelope (A to Z Mysteries  #5);9780679890546;eng;2009-09-09;1644;4439,7683
6217;Earthquake in the Early Morning (Magic Tree House  #24);9780679890706;eng;2010-06-15;1646;5866,7838
6218;The Cat in the Hat;9780679891116;eng;1997-11-11;1644;2170
6219;The More Than Complete Hitchhiker's Guide (Hitchhiker's Guide  #1-4 + short story);9780681403222;en-US;1989-11-01;1177;2142
6220;A Farewell to Arms;9780684174693;eng;1982-02-01;1202;4436
6221;The Sun Also Rises;9780684182605;eng;1984-10-01;1778;9072
6223;Every Night Italian: Every Night Italian;9780684800288;eng;2000-01-12;1777;1593,3026,5537
6224;A Frolic of His Own;9780684800523;eng;1995-02-10;1777;9053
6225;The Metamorphosis  In the Penal Colony  and Other Stories: The Great Short Works of Franz Kafka;9780684800707;eng;2000-05-22;1777;2731
6227;A Life in Letters;9780684801537;eng;1995-05-03;1777;2610,5905
6228;First Things First;9780684802039;eng;1996-01-17;740;4,7167,8246
6229;The Pat Hobby Stories;9780684804422;eng;1995-12-06;1777;551,2610
6230;No Ordinary Time: Franklin and Eleanor Roosevelt: The Home Front in World War II;9780684804484;eng;1995-10-01;1827;2117
6231;American Writers  Supplement VIII;9780684806372;eng;2001-05-01;753;610,3899
6232;Comanche Moon;9780684807546;eng;1997-11-06;1827;5057
6233;Janet  My Mother and Me: A Memoir of Growing Up with Janet Flanner and Natalia Danesi Murray;9780684809663;eng;2000-02-17;1827;9095
6234;Achilles in Vietnam: Combat Trauma and the Undoing of Character;9780684813219;en-US;1995-10-01;1777;4524
6235;John Adams;9780684813639;en-US;2001-05-01;1827;580,4407
6237;Darwin's Dangerous Idea: Evolution and the Meanings of Life;9780684824710;eng;1996-06-12;1823;1602
6238;The Italians: A Full-Length Portrait Featuring Their Manners and Morals;9780684825007;eng;1996-07-03;2005;4139,5414
6239;The Promise of Rest;9780684825106;eng;1996-11-05;1777;5822,7207
6240;Dostoevsky  Kierkegaard  Nietzsche and Kafka;9780684825892;eng;1997-05-13;375;9071
6241;The Reawakening;9780684826356;eng;1995-12-01;2005;7028,8338
6242;Survival in Auschwitz;9780684826806;eng;1995-09-01;1823;6969,7028,8338
6243;The Band Played Dixie: Race and the Liberal Conscience at Ole Miss;9780684827216;eng;1997-05-05;740;6342
6244;The Landmark Thucydides: A Comprehensive Guide to the Peloponnesian War;9780684827902;eng;1998-09-10;740;7260,7438,8629,8847
6245;Three Case Histories;9780684829456;eng;1996-11-01;2005;6968,8083
6246;Accordion Crimes;9780684831541;eng;1997-06-17;1777;475
6247;Touched with Fire: Manic-Depressive Illness and the Artistic Temperament;9780684831831;en-US;1996-10-18;740;4851
6248;The Denial of Death;9780684832401;eng;1997-05-08;740;1609,2552,7845
6249;Co. Aytch: A Confederate Memoir of the Civil War;9780684833248;eng;1997-08-12;2006;7847
6250;Exquisite Corpse;9780684836270;eng;1997-08-20;755;7021
6251;The Wise Men: Six Friends and the World They Made;9780684837710;eng;1997-06-04;1827;2594,8945
6252;The Short Stories;9780684837864;en-US;2002-07-25;1779;2555,2610,5905
6253;A Calendar of Wisdom: Daily Thoughts to Nourish the Soul;9780684837932;eng;1997-10-14;1777;5179,6912
6254;Exile;9780684838380;en-US;1997-06-11;1777;838,2672
6255;The Trouble with Testosterone and Other Essays on the Biology of the Human Predicament;9780684838915;eng;1998-04-24;1777;7525
6256;By-Line: Selected Articles and Dispatches of Four Decades;9780684839059;en-US;1998-05-12;1777;2555,9089
6257;The Serpent and the Rainbow;9780684839295;en-US;1997-08-05;1823;8920
6258;Questions and Answers on Death and Dying: A Companion Volume to On Death and Dying;9780684839370;eng;1997-06-09;1777;2360
6259;Good as Gold;9780684839745;eng;1997-11-12;1823;4571
6260;Tolkien: The Illustrated Encyclopaedia;9780684839790;eng;1996-09-01;2005;1745
6261;Something Happened;9780684841212;eng;1997-11-12;1823;4571
6262;God Knows;9780684841250;eng;1997-11-12;1823;4571
6263;On Death and Dying;9780684842233;eng;1997-07-02;1777;2360
6265;The Ghost Stories of Edith Wharton;9780684842578;eng;1997-10-10;1777;2240,5064
6266;Two Girls  Fat and Thin;9780684843124;eng;1998-02-27;1823;5839
6267;The Complete Short Stories of Ernest Hemingway;9780684843322;eng;1998-08-03;1777;1235,2555,3110,4334,6671
6268;Soul of the Sword: An Illustrated History of Weaponry and Warfare from Prehistory to the Present;9780684844077;en-US;2002-08-27;740;4220,7513
6269;Deadly Feasts: Tracking the Secrets of a Terrifying New Plague;9780684844251;eng;1998-05-22;1823;7339
6270;Across the River and into the Trees;9780684844640;eng;1998-04-15;1777;2555
6271;Unlimited Power: The New Science Of Personal Achievement;9780684845777;eng;1997-12-22;740;514,3887,4902
6272;Tearing the Silence: On Being German in America;9780684846118;eng;1998-07-03;2005;8802
6273;The Wheel of Life: A Memoir of Living and Dying;9780684846316;eng;1998-06-19;1777;2360
6274;Kate Vaiden;9780684846941;eng;1998-05-29;1777;7207
6275;A Backward Glance;9780684847559;eng;1998-07-15;1777;2240,5370
6276;Underworld;9780684848150;eng;1998-07-09;1777;2045
6277;Ronald Reagan: How an Ordinary Man Became an Extraordinary Leader;9780684848235;eng;1999-02-23;740;2027
6278;People of the Lie: The Hope for Healing Human Evil;9780684848594;en-CA;1998-01-02;2005;5459
6279;The Children's Book of America;9780684849300;en-US;1998-11-02;1827;6083,9074
6280;The Secret Diary of Anne Boleyn;9780684849690;eng;1998-05-28;144;7614
6281;The Fall of a Sparrow;9780684850276;eng;1999-07-06;1777;7495
6282;The Walrus Was Paul: The Great Beatle Death Clues;9780684850627;eng;1998-10-29;2005;3895,7049
6283;Close Range;9780684852225;eng;2000-02-10;1777;475
6284;The Last Temptation of Christ;9780684852560;eng;1998-03-01;1823;6493,6814
6285;Shadow: Five Presidents and the Legacy of Watergate;9780684852638;eng;2000-06-06;1827;859
6286;Hamlet's Dresser: A Memoir;9780684852706;eng;2003-02-01;1777;841
6287;Out of the Woods;9780684853765;eng;2000-02-22;1823;1309
6288;Merde!: The Real French You Were Never Taught at School;9780684854274;eng;1998-12-09;755;2880,6015
6289;Merde Encore!: More of the Real French You Were Never Taught at School;9780684854281;eng;1998-12-09;755;2880,6015
6290;Mad Cowboy: Plain Truth from the Cattle Rancher Who Won't Eat Meat;9780684854465;en-US;2001-08-02;1777;3030,3381
6291;The Noonday Demon: An Atlas of Depression;9780684854670;eng;2002-04-02;1777;360
6292;Masters of Enterprise: Giants of American Business from John Jacob Astor and J.P. Morgan to Bill Gates and Oprah Winfrey;9780684854731;eng;1999-06-07;740;3166
6293;Floating in My Mother's Palm;9780684854755;en-US;1998-07-03;2005;2672,4277,8802
6294;Letter to a Man in the Fire: Does God Exist and Does He Care?;9780684856278;eng;2000-10-17;1777;7207
6295;Easy Riders  Raging Bulls;9780684857084;eng;1999-04-04;1823;6821
6296;The Life of Our Lord: Written for His Children During the Years 1846 to 1849;9780684865379;eng;1999-11-09;1823;1198
6297;No Heroes: A Memoir of Coming Home;9780684865522;eng;2003-04-02;1823;1309
6298;Silent Night: The Remarkable Christmas Truce of 1914;9780684866222;eng;2001-10-30;1564;8156
6299;Yesterday  I Cried;9780684867489;en-US;2000-03-02;144;3529
6300;Of Time and the River: A Legend of Man's Hunger in His Youth;9780684867854;eng;1999-09-08;1777;6630,8624
6301;Picture This;9780684868196;en-US;2000-03-24;1823;4571
6302;Emergence: The Connected Lives of Ants  Brains  Cities  and Software;9780684868769;en-US;2002-09-10;1777;8308
6303;Lonesome Dove;9780684871226;eng;2000-11-10;1827;5057
6304;Fear and Loathing in America: The Brutal Odyssey of an Outlaw Journalist  1968-1976;9780684873169;eng;2001-12-04;1823;3416
6305;The Mutineer: Rants  Ravings  and Missives from the Mountaintop  1977-2005;9780684873176;eng;2013-03-01;1827;3416
6306;Exclusion & Embrace: A Theological Exploration of Identity  Otherness  and Reconciliation;9780687002825;eng;1996-12-01;12;6279
6307;A Short History of World War I;9780688001292;eng;1981-02-01;2210;3739
6308;Mary Stewart's Merlin Trilogy (Arthurian Saga  #1-3);9780688003470;eng;2004-09-07;880;5813
6309;Karate Is a Thing of the Spirit;9780688023720;eng;1983-12-31;1633;3218
6310;Spooks: The Haunting of America: The Private Use of Secret Agents;9780688033552;eng;1978-08-01;2207;4106
6311;Leadership and the One Minute Manager: Increasing Effectiveness Through Situational Leadership;9780688039691;en-US;1999-10-20;2207;2171,4902,6664
6312;Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values;9780688052300;eng;1979-06-01;1633;7523
6313;Guidebook to Zen and the Art of Motorcycle Maintenance;9780688060695;en-GB;1990-11-19;2210;7694,8603
6314;A Short History of World War II;9780688085872;eng;1980-01-01;2210;3739
6315;Worlds Enough and Time (Worlds #3);9780688090258;eng;1992-05-01;2207;4178
6316;Stand Back  Said the Elephant  "I'm Going to Sneeze!";9780688093389;eng;1990-04-23;2208;6663,8926
6317;The First Man in Rome (Masters of Rome  #1);9780688093686;eng;1990-09-28;2209;1472
6318;Ten Days to Self-Esteem;9780688094553;eng;1999-03-17;2210;1743
6319;The Nose;9780688104641;eng;1994-09-29;889;4938,6491
6320;China Court: The Hours of a Country House;9780688117221;eng;1993-12-31;2207;7759
6321;Trapped in the Mirror: Adult Children of Narcissists in Their Struggle for Self;9780688140717;en-US;1995-03-28;2210;2333
6322;Julius  the Baby of the World;9780688143886;eng;1995-09-21;803;4939
6323;The Twelve Dancing Princesses;9780688143923;en-US;1998-10-19;882;4967,5622
6324;How to Write: Advice and Reflections;9780688149482;eng;1996-10-16;2210;7339
6325;Love Poems;9780688149895;eng;1997-02-14;2204;6487
6326;NYC Ballet Workout;9780688152024;eng;1997-01-13;2210;3373,6737,6885,7258
6327;Kevin Trudeau's Mega Memory: How to Release Your Superpower Memory in 30 Minutes Or Less a Day;9780688153878;eng;2005-08-16;2210;4949
6328;Chester's Way;9780688154721;eng;1997-09-22;803;4939
6329;The Purpose of Your Life: Finding Your Place In The World Using Synchronicity  Intuition  And Uncommon Sense;9780688166250;eng;1999-03-17;2210;1078,3767
6330;Diana Vreeland;9780688167387;eng;2002-10-22;870;2336
6331;All About Love: New Visions;9780688168445;eng;1999-12-22;2204;715
6332;Naked Pictures of Famous People;9780688171629;en-GB;1999-09-22;543;4476
6333;Phantoms in the Brain: Probing the Mysteries of the Human Mind;9780688172176;eng;1999-08-18;2210;6550,7873,8811
6334;The Lost Tomb;9780688172244;eng;1999-11-09;873;4916
6335;Desert Flower;9780688172374;eng;2011-03-15;2210;1154,8964
6336;Eddie's Valuable Property;9780688320140;eng;1975-03-01;2207;1116
6337;Nancy Drew: Girl Detective: #1-4;9780689036910;eng;2004-10-01;45;1117
6338;The Illustrated Garden Book: A New Anthology;9780689118449;eng;1986-10-01;134;2746,4893,7611,8891
6339;Below the Root;9780689304576;eng;1975-01-01;134;263,9191
6340;The Wind Thief;9780689305641;eng;1977-01-01;134;2004,4622
6341;Cloudy With a Chance of Meatballs (Cloudy with a Chance of Meatballs  #1);9780689707490;eng;1982-04-01;135;4622,7669
6342;The Bears on Hemlock Mountain;9780689716041;eng;1992-10-31;45;207,3272
6343;The Fourth of July Story;9780689718762;eng;1995-06-01;45;207,5630
6344;Come a Stranger (Tillerman Cycle  #5);9780689804441;eng;1995-11-01;1841;1528
6345;The Moon Lady;9780689806162;eng;1995-11-01;45;296,3117
6346;Climb the Family Tree  Jesse Bear!;9780689807015;en-US;2004-07-01;45;964,6377
6347;Rachel Field's Hitty: Her First Hundred Years;9780689817168;eng;1999-10-01;1827;7079,7725,8384
6349;Hitty  Her First Hundred Years;9780689822841;eng;1998-09-01;45;2128,7079
6350;A Child's Garden of Verses;9780689823824;eng;1999-02-01;1832;7518,8482
6351;The Trumpeter of Krakow;9780689829925;eng;1999-06-01;45;2520,3868
6352;Sad Underwear and Other Complications: More Poems for Children and Their Parents;9780689833762;en-US;2000-04-01;135;4640,7228
6353;Salt in His Shoes: Michael Jordan in Pursuit of a Dream;9780689834196;eng;2003-11-01;1825;1937,4722,7729
6354;Where Is Baby's Mommy? (A Lift-the-Flap Book);9780689835612;eng;2001-04-01;1157;4751
6355;The Great Good Thing (The Sylvie Cycle  #1);9780689837142;en-US;2003-09-01;1834;7628
6356;Poppy;9780689837180;eng;2005-05-03;1763;617
6357;Silver on the Tree (The Dark is Rising  #5);9780689840333;eng;2000-12-01;1211;8373
6358;Hatchet (Brian's Saga  #1);9780689840920;eng;2000-04-01;136;2850
6359;Sailor Moo: Cow at Sea;9780689842191;eng;2002-07-01;137;5308,7017
6361;Dooby Dooby Moo;9780689845079;eng;2006-08-08;135;773,2114
6363;The Tombs of Atuan (Earthsea Cycle  #2);9780689845369;eng;2001-09-01;754;5597,8803
6364;Sagwa  the Chinese Siamese Cat;9780689846175;eng;2001-09-01;46;296,3117
6365;Lotta on Troublemaker Street;9780689846731;eng;2001-10-01;46;602,7619
6366;Alice's Adventures in Wonderland: A Pop-Up Adaptation;9780689847431;en-US;2003-10-01;1157;5236,7554
6367;Tales of Mystery and Madness;9780689848377;eng;2011-08-30;133;2231,3120
6368;The Storm (The Lighthouse Family  #1);9780689848827;eng;2003-09-01;228;1527,7025
6369;Voting Rights Days (Hitty's Travels  #3);9780689849121;eng;2002-03-01;46;772,2433
6370;Counting Christmas;9780689849251;eng;2003-10-01;1211;4751
6371;Forever...;9780689849732;eng;2002-12-01;137;4641
6372;Who Wants a Cheap Rhinoceros?;9780689851131;eng;2002-08-01;1825;8038
6373;Homecoming (Tillerman Cycle  #1);9780689851322;eng;2002-08-01;1841;1528
6374;What a Scare  Jesse Bear;9780689851902;en-US;2012-03-21;45;964,6377
6375;The Last Story (Remember Me  #3);9780689854590;eng;2002-09-01;1841;1388
6377;The Wizard's Apprentice (The Keepers  #2);9780689855924;eng;2003-12-01;45;3615,7163
6379;Dragondrums (Harper Hall  #3);9780689860065;eng;2003-04-01;1830;456
6380;Dragonsinger (Harper Hall  #2);9780689860072;eng;2003-04-01;45;456
6381;Moo  Baa  La La La!;9780689861130;eng;2004-09-06;1834;7874
6382;The Eagle (The Lighthouse Family  #3);9780689863110;eng;2005-10-01;228;1527,7025
6383;The Turtle (The Lighthouse Family  #4);9780689863127;eng;2006-02-01;228;1527,7025
6384;Dicey's Song (Tillerman Cycle  #2);9780689863622;eng;2003-07-01;46;1528
6385;Uglies (Uglies  #1);9780689865381;eng;2005-02-08;1841;7961
6386;Pretties (Uglies  #2);9780689865398;eng;2005-11-01;1837;7961
6387;Specials (Uglies  #3);9780689865404;eng;2006-05-09;1841;7961
6388;Rash;9780689868016;eng;2006-06-01;1825;6803
6389;The Children's Homer: The Adventures of Odysseus and the Tale of Troy;9780689868832;eng;2004-07-01;45;6596,9128
6390;Invisible;9780689869037;eng;2006-11-28;1841;6803
6391;Always Remember Me: How One Family Survived World War II;9780689869204;en-US;2005-04-01;135;5659
6392;Beatrice's Goat;9780689869907;eng;2004-07-01;45;3346,5356,6598
6393;Michael's Golden Rules;9780689870163;eng;2007-01-23;1826;1937,4722,6114,7729
6394;Amelia's 6th-Grade Notebook (Amelia's Notebooks  #15);9780689870408;en-US;2005-07-01;1826;5661
6395;The Nixie's Song (Beyond the Spiderwick Chronicles  #1);9780689871313;eng;2007-09-18;1825;3359,8739
6396;The Au Pairs (The Au Pairs #1);9780689873195;eng;2005-05-31;1832;5980
6397;Double Identity;9780689873744;eng;2005-10-01;1825;5575
6398;I Love Saturdays y domingos;9780689874093;en-US;2004-09-01;135;260,2367
6399;The Steps (Steps  #1);9780689874147;eng;2004-09-01;1825;7078
6400;A Great and Terrible Beauty (Gemma Doyle #1);9780689875342;eng;2003-12-09;1839;5243
6401;Star Bright (Star Power  #8);9780689876707;eng;2005-04-26;46;1144
6402;If: A Father's Advice to His Son;9780689877995;eng;2007-03-27;135;1230,7755
6403;Alanna: The First Adventure (Song of the Lioness  #1);9780689878558;eng;2005-01-01;1841;8468
6404;In the Hand of the Goddess (Song of the Lioness  #2);9780689878565;eng;2005-01-01;1841;8468
6405;Lioness Rampant (Song of the Lioness  #4);9780689878572;en-US;2005-01-01;1841;8468
6406;Betsy and Tacy Go Downtown (Betsy-Tacy  #4);9780690134490;eng;1943-01-01;1970;5333,5919
6407;Soldiers of Destruction: The SS Death's Head Division  1933-1945;9780691008530;eng;1990-05-21;1606;1246
6408;Sounds  Feelings  Thoughts:  Seventy Poems by Wislawa Szymborska;9780691013800;eng;1981-08-21;1606;5486,9133
6409;Dostoevsky: The Years of Ordeal  1850-1859;9780691014227;eng;1987-01-21;1606;4566
6410;Dostoevsky: The Stir of Liberation  1860-1865;9780691014524;eng;1988-11-21;1606;4566
6411;Dionysiac Poetics and Euripides' Bacchae;9780691015972;eng;1997-11-16;1606;1236
6412;Seminar on Nietzsche's Zarathustra;9780691017389;eng;1997-11-23;1606;1007,3737
6413;The Myth of the Eternal Return or  Cosmos and History;9780691017778;eng;1971-11-21;1606;6274,9019
6414;Eugene Onegin  Vol. II (Commentary);9780691019048;eng;1991-01-21;1606;180,8895
6415;Eugene Onegin: A Novel in Verse (Vol. 1);9780691019055;eng;1991-01-21;1606;180,8895
6416;The Essential Kierkegaard;9780691019406;eng;2000-06-19;1606;2252,3391,8127
6417;A Source Book in Indian Philosophy;9780691019581;eng;1967-04-21;1606;1185,2285,2818,2899,2959,3324,4732,4847,5512,6344,6378,6638,7023,7056,7116,7117,7925,8413
6418;Fear and Trembling and The Sickness Unto Death;9780691019628;eng;1968-11-21;1606;8127,8952
6419;Philosophy and the Mirror of Nature;9780691020167;eng;1981-01-21;1606;7310
6420;Fear and Trembling/Repetition;9780691020266;eng;1983-06-01;1606;2252,3391,8127
6421;Images and Symbols: Studies in Religious Symbolism;9780691020686;eng;1991-06-25;1607;6274,6961
6422;QED: The Strange Theory of Light and Matter;9780691024172;eng;1988-10-21;1606;7319
6423;The American Years;9780691024714;eng;1993-01-31;1606;912
6424;The Rise of Christianity : A Sociologist Reconsiders History;9780691027494;en-US;1996-06-02;1606;7632
6425;Making Democracy Work: Civic Traditions in Modern Italy;9780691037387;eng;1994-06-16;1606;7458
6426;Multiculturalism;9780691037790;eng;1994-09-11;1606;286,1242,4707,5009,6183,8059,8301,8394
6427;The Nature of Space and Time;9780691050843;eng;2000-10-08;1606;7648,8209
6428;The Two Tocquevilles  Father and Son;9780691054957;eng;1987-04-01;1606;7071
6429;The Lives of Animals;9780691070896;eng;2001-05-06;1606;286,668,3573,5666,6913,8994
6430;Nabokov's Pale Fire: The Magic of Artistic Discovery;9780691089577;eng;2001-11-04;1606;912
6431;The Essential John Nash;9780691096100;eng;2007-03-18;1606;3207,4306,8443
6432;Walden;9780691096124;eng;2004-04-18;1606;3291
6433;The Collected Dialogues;9780691097183;eng;1963-09-15;1607;2239,3417,7011
6434;The Complete Works: The Revised Oxford Translation  Vol. 1;9780691099507;eng;1984-09-01;299;545,4499
6435;Hamlet in Purgatory;9780691102573;eng;2002-09-15;1606;8207
6436;The Two-Mile Time Machine: Ice Cores  Abrupt Climate Change  and Our Future;9780691102962;eng;2002-07-21;1606;7240
6437;Dostoevsky: The Mantle of the Prophet  1871-1881;9780691115696;eng;2003-09-02;1606;4566
6438;Shamanism: Archaic Techniques of Ecstasy;9780691119427;eng;2004-02-08;1606;6274,8994,9019
6439;Camus at Combat: Writing 1944-1947;9780691120041;fre;2006-01-16;1606;133,574,1737,3630
6440;The Meaning of Relativity (Science Library);9780691120270;en-US;2004-11-21;1606;135,920
6441;Preface to the Phenomenology of Spirit;9780691120522;eng;2005-01-17;1606;2901,9157
6442;On Bullshit;9780691122946;eng;2005-01-30;1606;3220
6443;The Edgar Allan Poe Audio Collection;9780694524198;eng;2000-10-01;867;2231
6444;The Chronicles of Narnia CD Box Set;9780694524754;eng;2004-10-26;896;1020,4898
6445;The Ernest Hemingway Audio Collection;9780694524983;en-US;2001-05-08;340;1260,2555
6446;Day and Night;9780696018824;eng;1989-03-01;1244;775
6447;Second Home: Finding Your Place in the Fun (Better Homes and Gardens);9780696211522;eng;2000-10-15;257;775,1969
6448;The Legend of the Poinsettia;9780698115675;eng;1997-10-06;1617;8728
6449;Thirteen Moons on Turtle's Back;9780698115842;en-US;1997-08-25;1617;4515,4555,8609
6450;The Tomten;9780698115910;eng;1997-10-06;1964;602,3189
6451;Many Luscious Lollipops: A Book About Adjectives;9780698116412;en-US;1998-02-23;1617;7786
6452;Mine  All Mine!: A Book About Pronouns;9780698117976;en-US;1999-10-01;1617;7786
6453;Fantastic! Wow! and Unreal!: A Book About Interjections and Conjunctions;9780698118751;en-US;2000-10-23;1617;7786
6454;The Door in the Hedge;9780698119604;eng;2003-10-13;699;7616
6455;Unpainted to the Last: "Moby Dick" and Twentieth-century American Art;9780700607426;eng;1995-10-20;2073;2375
6456;A Hole in the World: An American Boyhood;9780700610389;eng;2000-04-26;2073;7339
6457;Total Cold War: Eisenhower's Secret Propaganda Battle at Home and Abroad;9780700614455;eng;2006-02-23;2073;4910
6458;Michael Moore's Fahrenheit 9/11: How One Film Divided a Nation;9780700614523;eng;2006-04-20;2073;7447
6459;Seven Types of Ambiguity;9780701106546;eng;1949-12-01;381;9045
6460;Remembrance of Things Past (Boxed Set);9780701125592;eng;1981-03-05;380;1014,2749,4588,5536
6461;The Life Of Dashiell Hammett;9780701127664;eng;1984-01-23;2125;2011
6462;A Dubious Codicil;9780701130640;eng;1991-03-15;1656;6185
6463;Swanns Way (In Search of Lost Time #1);9780701137687;eng;1992-10-01;381;5536
6465;The Middle Sea: A History of the Mediterranean;9780701176082;eng;2006-10-31;380;4347
6466;Forever Summer;9780701176150;eng;2005-06-02;379;6486
6468;The Risk of Darkness (Simon Serrailler  #3);9780701179793;eng;2006-07-01;380;8381
6469;Seven Novels;9780706425611;eng;1985-01-01;1385;3158
6470;The Sound and the Fury  As I Lay Dying  Sanctuary  Intruder in the Dust;9780706432084;eng;1988-03-12;1384;9050
6474;Jack Vance: Critical Appreciations and a Bibliography;9780712311021;eng;2000-01-01;322;8,1200,1589,1802,1820,2878,3192,3611,6754,8519,8721
6475;Mansion On The Hill: Dylan Young Geffen Springsteen and the Head-on-Collision of Rock and Commerce;9780712645621;eng;2003-07-03;1539;2738
6476;Mary Queen of Scots and the Murder of Lord Darnley;9780712664561;eng;2004-02-05;1539;231
6477;Eat Right 4 Your Type;9780712677165;en-US;1998-04-02;370;1152,6869
6478;Maverick: The Success Story Behind the World's Most Unusual Workplace;9780712678865;eng;2001-09-06;1636;7216
6479;Falconry & Hawking;9780713484076;eng;2006-02-01;219;6985
6480;The Custard Kid (Black Cats);9780713659894;eng;2001-10-31;4;8517
6482;Argumentative Indian: Writings On Indian History Culture And Identity;9780713996876;eng;2005-06-28;66;272
6484;Hooked: Film Writings 1985-1988;9780714529035;eng;1990-07-01;1214;6779
6485;Alfred Hitchcock and the Making of Psycho;9780714530031;en-GB;1998-01-01;1215;8250
6486;Teach Us To Outgrow Our Madness;9780714530482;eng;2000-03-04;1214;4399,4918
6487;Quintessential Tarantino;9780714531168;eng;2005-10-01;1215;2309
6488;Collected Plays: Henry IV  The Man with the Flower in His Mouth  Right You Are;9780714541105;eng;1987-07-01;1700;3305,5415
6489;Mondrian;9780714831671;eng;1995-04-01;1522;4391,7005
6490;The Painter of Modern Life and Other Essays (Phaidon Arts and Letters);9780714833651;eng;1995-08-24;1522;1188,4531
6491;Elliott Erwitt: Snaps;9780714843308;en-GB;2003-06-01;1522;1202,2438,6328
6492;Looking East;9780714846378;eng;2006-09-01;1522;8286
6493;Euripides: Iphigenia at Aulis (Companions to Greek & Roman Tragedy);9780715629949;eng;2006-03-09;319;2590,6615
6494;Euripides: Medea;9780715631874;eng;2002-10-31;319;9026
6495;Economics;9780716799566;eng;2007-04-06;2226;6738,7624
6496;The Modern Prince and Other Writings;9780717801336;eng;1959-10-01;1032;529
6498;The Savage Wars Of Peace: Soldiers' Voices 1945-1989;9780718128821;eng;1990-10-01;1254;1187
6499;Banker;9780718132385;eng;2000-10-03;1253;2018
6500;A Farewell to Arms?: Beyond the Good Friday Agreement;9780719071157;eng;2006-04-18;1208;71,2638,6051
6501;Narcissus and Goldmund;9780720608724;eng;1993-06-01;1517;3323,5166
6502;Pope Joan: Translated & Adapted from the Greek;9780720610659;eng;2000-03-01;1518;2478,5126
6503;Robbins and Cotran Review of Pathology;9780721601946;en-US;2004-11-12;1756;2267,8868
6504;The Secrets of Harry Bright;9780722189146;eng;1987-05-07;1872;4587
6506;How to Seduce Your Dream Man;9780722539019;eng;2000-05-02;891;431
6508;The Tale of the Flopsy Bunnies;9780723247791;eng;2002-03-07;2162;711
6509;Tale of Peter Rabbit;9780723249863;eng;2004-10-21;2162;711
6510;The Tale of Peter Rabbit: A Pop-up Adventure;9780723257042;en-US;2006-02-02;2162;711
6511;The World of Peter Rabbit (Original Peter Rabbit  Books 1-23);9780723257639;eng;2006-05-04;2162;711
6512;Beatrix Potter's Journal;9780723258056;eng;2006-10-19;2162;711
6514;Being a Green Mother (Incarnations of Immortality  #5);9780727840011;eng;1989-10-26;1796;7004
6515;Nor Crystal Tears (Humanx Commonwealth  #9);9780727845641;eng;1994-02-01;1797;107
6516;The Dig;9780727852663;eng;1998-01-01;1797;107
6517;Exit to Eden;9780727853417;eng;1998-04-24;1797;464,465
6518;Hidden World;9780727859624;eng;2003-03-01;1797;3076
6519;Hell House;9780727860996;eng;2004-07-01;1797;7313
6520;Desert Heat (Joanna Brady  #1);9780727861153;eng;2004-09-01;1797;3556
6521;The Dark City (Eliot Ness  #1);9780727862426;eng;2005-08-01;1797;5934
6522;Bullet Proof (Eliot Ness  #3);9780727862983;eng;2005-12-20;1797;5934
6523;Touchy and Feely (Sissy Sawyer  #1);9780727891600;eng;2007-02-01;1797;3076
6524;The Prodigal Son (Roger the Chapman  #15);9780727891624;en-GB;2007-02-01;1797;4796
6526;Resurrection;9780735102866;eng;2000-02-01;1690;621,5179,5394
6527;How to Succeed with Women;9780735200302;en-US;1998-10-29;1592;1740,7668
